"seqid"	"type"	"start"	"end"	"strand"	"gene"	"gene_biotype"	"ID"	"Name"	"Parent"	"product"	"protein_id"
"9291"	"U00096.3"	"CDS"	4540957	4541559	"+"	"fimB"	NA	"cds-AAC77268.1"	"AAC77268.1"	"gene-b4312"	"Type 1 fimbriae regulatory protein FimB"	"AAC77268.1"
"9292"	"U00096.3"	"gene"	4542037	4542633	"+"	"fimE"	"protein_coding"	"gene-b4313"	"fimE"	NA	NA	NA
"9293"	"U00096.3"	"CDS"	4542037	4542633	"+"	"fimE"	NA	"cds-AAC77269.1"	"AAC77269.1"	"gene-b4313"	"regulator for fimA"	"AAC77269.1"
"9294"	"U00096.3"	"gene"	4543115	4543663	"+"	"fimA"	"protein_coding"	"gene-b4314"	"fimA"	NA	NA	NA
"9295"	"U00096.3"	"CDS"	4543115	4543663	"+"	"fimA"	NA	"cds-AAC77270.1"	"AAC77270.1"	"gene-b4314"	"type 1 fimbriae major subunit"	"AAC77270.1"
"9296"	"U00096.3"	"gene"	4543728	4544267	"+"	"fimI"	"protein_coding"	"gene-b4315"	"fimI"	NA	NA	NA
"9297"	"U00096.3"	"CDS"	4543728	4544267	"+"	"fimI"	NA	"cds-AAC77271.2"	"AAC77271.2"	"gene-b4315"	"putative fimbrial protein FimI"	"AAC77271.2"
"9298"	"U00096.3"	"gene"	4544304	4545029	"+"	"fimC"	"protein_coding"	"gene-b4316"	"fimC"	NA	NA	NA
"9299"	"U00096.3"	"CDS"	4544304	4545029	"+"	"fimC"	NA	"cds-AAC77272.1"	"AAC77272.1"	"gene-b4316"	"type 1 fimbriae periplasmic chaperone"	"AAC77272.1"
"9300"	"U00096.3"	"gene"	4545096	4547732	"+"	"fimD"	"protein_coding"	"gene-b4317"	"fimD"	NA	NA	NA
"9301"	"U00096.3"	"CDS"	4545096	4547732	"+"	"fimD"	NA	"cds-AAC77273.1"	"AAC77273.1"	"gene-b4317"	"type I fimbriae usher protein"	"AAC77273.1"
"9302"	"U00096.3"	"gene"	4547742	4548272	"+"	"fimF"	"protein_coding"	"gene-b4318"	"fimF"	NA	NA	NA
"9303"	"U00096.3"	"CDS"	4547742	4548272	"+"	"fimF"	NA	"cds-AAC77274.1"	"AAC77274.1"	"gene-b4318"	"type 1 fimbriae minor subunit FimF"	"AAC77274.1"
"9304"	"U00096.3"	"gene"	4548285	4548788	"+"	"fimG"	"protein_coding"	"gene-b4319"	"fimG"	NA	NA	NA
"9305"	"U00096.3"	"CDS"	4548285	4548788	"+"	"fimG"	NA	"cds-AAC77275.1"	"AAC77275.1"	"gene-b4319"	"type 1 fimbriae minor subunit FimG"	"AAC77275.1"
"9306"	"U00096.3"	"gene"	4548808	4549710	"+"	"fimH"	"protein_coding"	"gene-b4320"	"fimH"	NA	NA	NA
"9307"	"U00096.3"	"CDS"	4548808	4549710	"+"	"fimH"	NA	"cds-AAC77276.1"	"AAC77276.1"	"gene-b4320"	"type 1 fimbriae D-mannose specific adhesin"	"AAC77276.1"
"9308"	"U00096.3"	"gene"	4549953	4551296	"-"	"gntP"	"protein_coding"	"gene-b4321"	"gntP"	NA	NA	NA
"9309"	"U00096.3"	"CDS"	4549953	4551296	"-"	"gntP"	NA	"cds-AAC77277.1"	"AAC77277.1"	"gene-b4321"	"fructuronate transporter"	"AAC77277.1"
"9310"	"U00096.3"	"gene"	4551636	4552820	"+"	"uxuA"	"protein_coding"	"gene-b4322"	"uxuA"	NA	NA	NA
"9311"	"U00096.3"	"CDS"	4551636	4552820	"+"	"uxuA"	NA	"cds-AAC77278.1"	"AAC77278.1"	"gene-b4322"	"D-mannonate dehydratase"	"AAC77278.1"
"9312"	"U00096.3"	"gene"	4552901	4554361	"+"	"uxuB"	"protein_coding"	"gene-b4323"	"uxuB"	NA	NA	NA
"9313"	"U00096.3"	"CDS"	4552901	4554361	"+"	"uxuB"	NA	"cds-AAC77279.1"	"AAC77279.1"	"gene-b4323"	"D-mannonate oxidoreductase"	"AAC77279.1"
"9314"	"U00096.3"	"gene"	4554576	4555349	"+"	"uxuR"	"protein_coding"	"gene-b4324"	"uxuR"	NA	NA	NA
"9315"	"U00096.3"	"CDS"	4554576	4555349	"+"	"uxuR"	NA	"cds-AAC77280.1"	"AAC77280.1"	"gene-b4324"	"DNA-binding transcriptional repressor UxuR"	"AAC77280.1"
"9316"	"U00096.3"	"gene"	4555490	4556320	"-"	"yjiC"	"protein_coding"	"gene-b4325"	"yjiC"	NA	NA	NA
"9317"	"U00096.3"	"CDS"	4555490	4556320	"-"	"yjiC"	NA	"cds-AAC77281.1"	"AAC77281.1"	"gene-b4325"	"DUF2686 domain-containing protein YjiC"	"AAC77281.1"
"9318"	"U00096.3"	"gene"	4556574	4556675	"+"	"ytiC"	"protein_coding"	"gene-b4720"	"ytiC"	NA	NA	NA
"9319"	"U00096.3"	"CDS"	4556574	4556675	"+"	"ytiC"	NA	"cds-AYC08258.1"	"AYC08258.1"	"gene-b4720"	"protein YtiC"	"AYC08258.1"
"9320"	"U00096.3"	"gene"	4556654	4556797	"+"	"ytiD"	"protein_coding"	"gene-b4721"	"ytiD"	NA	NA	NA
"9321"	"U00096.3"	"CDS"	4556654	4556797	"+"	"ytiD"	NA	"cds-AYC08259.1"	"AYC08259.1"	"gene-b4721"	"protein YtiD"	"AYC08259.1"
"9322"	"U00096.3"	"gene"	4556913	4556996	"+"	"idlP"	"protein_coding"	"gene-b4722"	"idlP"	NA	NA	NA
"9323"	"U00096.3"	"CDS"	4556913	4556996	"+"	"idlP"	NA	"cds-AYC08260.1"	"AYC08260.1"	"gene-b4722"	"iraD leader peptide"	"AYC08260.1"
"9324"	"U00096.3"	"gene"	4556993	4557385	"+"	"iraD"	"protein_coding"	"gene-b4326"	"iraD"	NA	NA	NA
"9325"	"U00096.3"	"CDS"	4556993	4557385	"+"	"iraD"	NA	"cds-AAC77282.2"	"AAC77282.2"	"gene-b4326"	"anti-adaptor protein IraD"	"AAC77282.2"
"9326"	"U00096.3"	"gene"	4557378	4558289	"-"	"hypT"	"protein_coding"	"gene-b4327"	"hypT"	NA	NA	NA
"9327"	"U00096.3"	"CDS"	4557378	4558289	"-"	"hypT"	NA	"cds-AAC77283.1"	"AAC77283.1"	"gene-b4327"	"DNA-binding transcriptional dual regulator HypT"	"AAC77283.1"
"9328"	"U00096.3"	"gene"	4558354	4559526	"-"	"iadA"	"protein_coding"	"gene-b4328"	"iadA"	NA	NA	NA
"9329"	"U00096.3"	"CDS"	4558354	4559526	"-"	"iadA"	NA	"cds-AAC77284.1"	"AAC77284.1"	"gene-b4328"	"isoaspartyl dipeptidase"	"AAC77284.1"
"9330"	"U00096.3"	"gene"	4559539	4560000	"-"	"yjiG"	"protein_coding"	"gene-b4329"	"yjiG"	NA	NA	NA
"9331"	"U00096.3"	"CDS"	4559539	4560000	"-"	"yjiG"	NA	"cds-AAC77285.1"	"AAC77285.1"	"gene-b4329"	"Gate family protein YjiG"	"AAC77285.1"
"9332"	"U00096.3"	"gene"	4559997	4560680	"-"	"yjiH"	"protein_coding"	"gene-b4330"	"yjiH"	NA	NA	NA
"9333"	"U00096.3"	"CDS"	4559997	4560680	"-"	"yjiH"	NA	"cds-AAC77286.2"	"AAC77286.2"	"gene-b4330"	"uncharacterized protein YjiH"	"AAC77286.2"
"9334"	"U00096.3"	"gene"	4560930	4561484	"+"	"kptA"	"protein_coding"	"gene-b4331"	"kptA"	NA	NA	NA
"9335"	"U00096.3"	"CDS"	4560930	4561484	"+"	"kptA"	NA	"cds-AAC77287.2"	"AAC77287.2"	"gene-b4331"	"RNA 2'-phosphotransferase"	"AAC77287.2"
"9336"	"U00096.3"	"gene"	4561497	4562675	"-"	"yjiJ"	"protein_coding"	"gene-b4332"	"yjiJ"	NA	NA	NA
"9337"	"U00096.3"	"CDS"	4561497	4562675	"-"	"yjiJ"	NA	"cds-AAC77288.1"	"AAC77288.1"	"gene-b4332"	"putative transporter YjiJ"	"AAC77288.1"
"9338"	"U00096.3"	"gene"	4562743	4563603	"-"	"yjiK"	"protein_coding"	"gene-b4333"	"yjiK"	NA	NA	NA
"9339"	"U00096.3"	"CDS"	4562743	4563603	"-"	"yjiK"	NA	"cds-AAC77289.3"	"AAC77289.3"	"gene-b4333"	"PF06977 family protein YjiK"	"AAC77289.3"
"9340"	"U00096.3"	"gene"	4563668	4563925	"-"	"ytiA"	"protein_coding"	"gene-b4715"	"ytiA"	NA	NA	NA
"9341"	"U00096.3"	"CDS"	4563668	4563925	"-"	"ytiA"	NA	"cds-AYC08261.1"	"AYC08261.1"	"gene-b4715"	"uncharacterized protein YtiA"	"AYC08261.1"
"9342"	"U00096.3"	"gene"	4563922	4564689	"-"	"yjiL"	"protein_coding"	"gene-b4334"	"yjiL"	NA	NA	NA
"9343"	"U00096.3"	"CDS"	4563922	4564689	"-"	"yjiL"	NA	"cds-AAC77290.2"	"AAC77290.2"	"gene-b4334"	"putative ATPase%2C activator of (R)-hydroxyglutaryl-CoA dehdratase"	"AAC77290.2"
"9344"	"U00096.3"	"gene"	4564699	4565850	"-"	"yjiM"	"protein_coding"	"gene-b4335"	"yjiM"	NA	NA	NA
"9345"	"U00096.3"	"CDS"	4564699	4565850	"-"	"yjiM"	NA	"cds-AAC77291.2"	"AAC77291.2"	"gene-b4335"	"putative dehydratase subunit"	"AAC77291.2"
"9346"	"U00096.3"	"gene"	4565966	4567246	"-"	"yjiN"	"protein_coding"	"gene-b4336"	"yjiN"	NA	NA	NA
"9347"	"U00096.3"	"CDS"	4565966	4567246	"-"	"yjiN"	NA	"cds-AAC77292.1"	"AAC77292.1"	"gene-b4336"	"DUF445 domain-containing protein YjiN"	"AAC77292.1"
"9348"	"U00096.3"	"gene"	4567287	4568519	"-"	"mdtM"	"protein_coding"	"gene-b4337"	"mdtM"	NA	NA	NA
"9349"	"U00096.3"	"CDS"	4567287	4568519	"-"	"mdtM"	NA	"cds-AAC77293.1"	"AAC77293.1"	"gene-b4337"	"multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter"	"AAC77293.1"
"9350"	"U00096.3"	"gene"	4568692	4568727	"-"	"ytiE"	"protein_coding"	"gene-b4823"	"ytiE"	NA	NA	NA
"9351"	"U00096.3"	"CDS"	4568692	4568727	"-"	"ytiE"	NA	"cds-UMR55120.1"	"UMR55120.1"	"gene-b4823"	"protein YtiE"	"UMR55120.1"
"9352"	"U00096.3"	"pseudogene"	4568998	4569918	"+"	"rpnD"	"pseudogene"	"gene-b4584"	"rpnD"	NA	NA	NA
"9353"	"U00096.3"	"gene"	4570162	4571574	"-"	"yjiR"	"protein_coding"	"gene-b4340"	"yjiR"	NA	NA	NA
"9354"	"U00096.3"	"CDS"	4570162	4571574	"-"	"yjiR"	NA	"cds-AAC77296.1"	"AAC77296.1"	"gene-b4340"	"fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR"	"AAC77296.1"
"9355"	"U00096.3"	"gene"	4571751	4571915	"+"	"yjiS"	"protein_coding"	"gene-b4341"	"yjiS"	NA	NA	NA
"9356"	"U00096.3"	"CDS"	4571751	4571915	"+"	"yjiS"	NA	"cds-AAC77297.1"	"AAC77297.1"	"gene-b4341"	"DUF1127 domain-containing protein YjiS"	"AAC77297.1"
"9357"	"U00096.3"	"gene"	4572414	4573931	"+"	"yjiT"	"protein_coding"	"gene-b4342"	"yjiT"	NA	NA	NA
"9358"	"U00096.3"	"CDS"	4572414	4573931	"+"	"yjiT"	NA	"cds-AYC08262.1"	"AYC08262.1"	"gene-b4342"	"putative uncharacterized protein YjiT"	"AYC08262.1"
"9359"	"U00096.3"	"pseudogene"	4574135	4576855	"+"	"yjiV"	"pseudogene"	"gene-b4486"	"yjiV"	NA	NA	NA
"9360"	"U00096.3"	"gene"	4576912	4577958	"-"	"mcrC"	"protein_coding"	"gene-b4345"	"mcrC"	NA	NA	NA
"9361"	"U00096.3"	"CDS"	4576912	4577958	"-"	"mcrC"	NA	"cds-AAC77301.1"	"AAC77301.1"	"gene-b4345"	"Type IV methyl-directed restriction enzyme EcoKMcrBC subunit"	"AAC77301.1"
"9362"	"U00096.3"	"gene"	4577958	4579337	"-"	"mcrB"	"protein_coding"	"gene-b4346"	"mcrB"	NA	NA	NA
"9363"	"U00096.3"	"CDS"	4577958	4579337	"-"	"mcrB"	NA	"cds-AAC77302.2"	"AAC77302.2"	"gene-b4346"	"5-methylcytosine-specific restriction enzyme subunit McrB"	"AAC77302.2"
"9364"	"U00096.3"	"CDS"	4577958	4578854	"-"	"mcrB"	NA	"cds-QNV50517.1"	"QNV50517.1"	"gene-b4346"	"McrBS"	"QNV50517.1"
"9365"	"U00096.3"	"gene"	4579499	4579840	"-"	"symE"	"protein_coding"	"gene-b4347"	"symE"	NA	NA	NA
"9366"	"U00096.3"	"CDS"	4579499	4579840	"-"	"symE"	NA	"cds-AAC77303.2"	"AAC77303.2"	"gene-b4347"	"nucleoid-associated protein SymE"	"AAC77303.2"
"9367"	"U00096.3"	"gene"	4579835	4579911	"+"	"symR"	"ncRNA"	"gene-b4625"	"symR"	NA	NA	NA
"9368"	"U00096.3"	"ncRNA"	4579835	4579911	"+"	"symR"	NA	"rna-b4625"	NA	"gene-b4625"	"small regulatory RNA antitoxin SymR"	NA
"9369"	"U00096.3"	"exon"	4579835	4579911	"+"	"symR"	NA	"exon-b4625-1"	NA	"rna-b4625"	"small regulatory RNA antitoxin SymR"	NA
"9370"	"U00096.3"	"gene"	4580068	4581462	"-"	"hsdS"	"protein_coding"	"gene-b4348"	"hsdS"	NA	NA	NA
"9371"	"U00096.3"	"CDS"	4580068	4581462	"-"	"hsdS"	NA	"cds-AAC77304.1"	"AAC77304.1"	"gene-b4348"	"type I restriction enzyme EcoKI specificity subunit"	"AAC77304.1"
"9372"	"U00096.3"	"gene"	4581459	4583048	"-"	"hsdM"	"protein_coding"	"gene-b4349"	"hsdM"	NA	NA	NA
"9373"	"U00096.3"	"CDS"	4581459	4583048	"-"	"hsdM"	NA	"cds-AAC77305.1"	"AAC77305.1"	"gene-b4349"	"type I restriction enzyme EcoKI methylase subunit"	"AAC77305.1"
"9374"	"U00096.3"	"gene"	4583249	4586761	"-"	"hsdR"	"protein_coding"	"gene-b4350"	"hsdR"	NA	NA	NA
"9375"	"U00096.3"	"CDS"	4583249	4586761	"-"	"hsdR"	NA	"cds-AAC77306.2"	"AAC77306.2"	"gene-b4350"	"type I restriction enzyme EcoKI endonuclease subunit"	"AAC77306.2"
"9376"	"U00096.3"	"gene"	4586949	4587863	"+"	"mrr"	"protein_coding"	"gene-b4351"	"mrr"	NA	NA	NA
"9377"	"U00096.3"	"CDS"	4586949	4587863	"+"	"mrr"	NA	"cds-AAC77307.1"	"AAC77307.1"	"gene-b4351"	"Type IV methyl-directed restriction enzyme EcoKMrr"	"AAC77307.1"
"9378"	"U00096.3"	"gene"	4587909	4588865	"-"	"yjiA"	"protein_coding"	"gene-b4352"	"yjiA"	NA	NA	NA
"9379"	"U00096.3"	"CDS"	4587909	4588865	"-"	"yjiA"	NA	"cds-AAC77308.2"	"AAC77308.2"	"gene-b4352"	"P-loop guanosine triphosphatase YjiA"	"AAC77308.2"
"9380"	"U00096.3"	"gene"	4588876	4589079	"-"	"yjiX"	"protein_coding"	"gene-b4353"	"yjiX"	NA	NA	NA
"9381"	"U00096.3"	"CDS"	4588876	4589079	"-"	"yjiX"	NA	"cds-AAC77309.1"	"AAC77309.1"	"gene-b4353"	"PF04328 family protein YjiX"	"AAC77309.1"
"9382"	"U00096.3"	"gene"	4589129	4591279	"-"	"btsT"	"protein_coding"	"gene-b4354"	"btsT"	NA	NA	NA
"9383"	"U00096.3"	"CDS"	4589129	4591279	"-"	"btsT"	NA	"cds-AAC77310.2"	"AAC77310.2"	"gene-b4354"	"pyruvate:H(+) symporter"	"AAC77310.2"
"9384"	"U00096.3"	"gene"	4591657	4593312	"+"	"tsr"	"protein_coding"	"gene-b4355"	"tsr"	NA	NA	NA
"9385"	"U00096.3"	"CDS"	4591657	4593312	"+"	"tsr"	NA	"cds-AAC77311.1"	"AAC77311.1"	"gene-b4355"	"methyl-accepting chemotaxis protein Tsr"	"AAC77311.1"
"9386"	"U00096.3"	"gene"	4593361	4594722	"-"	"lgoT"	"protein_coding"	"gene-b4356"	"lgoT"	NA	NA	NA
"9387"	"U00096.3"	"CDS"	4593361	4594722	"-"	"lgoT"	NA	"cds-AAC77312.1"	"AAC77312.1"	"gene-b4356"	"galactonate:H(+) symporter"	"AAC77312.1"
"9388"	"U00096.3"	"gene"	4594937	4595851	"-"	"lgoR"	"protein_coding"	"gene-b4357"	"lgoR"	NA	NA	NA
"9389"	"U00096.3"	"CDS"	4594937	4595851	"-"	"lgoR"	NA	"cds-AAT48248.1"	"AAT48248.1"	"gene-b4357"	"putative DNA-binding transcriptional regulator LgoR"	"AAT48248.1"
"9390"	"U00096.3"	"gene"	4595990	4597012	"+"	"lgoD"	"protein_coding"	"gene-b4358"	"lgoD"	NA	NA	NA
"9391"	"U00096.3"	"CDS"	4595990	4597012	"+"	"lgoD"	NA	"cds-AAC77314.4"	"AAC77314.4"	"gene-b4358"	"L-galactonate oxidoreductase"	"AAC77314.4"
"9392"	"U00096.3"	"gene"	4597150	4599441	"-"	"opgB"	"protein_coding"	"gene-b4359"	"opgB"	NA	NA	NA
"9393"	"U00096.3"	"CDS"	4597150	4599441	"-"	"opgB"	NA	"cds-AAC77315.2"	"AAC77315.2"	"gene-b4359"	"phosphoglycerol transferase I"	"AAC77315.2"
"9394"	"U00096.3"	"gene"	4599695	4600189	"-"	"yjjA"	"protein_coding"	"gene-b4360"	"yjjA"	NA	NA	NA
"9395"	"U00096.3"	"CDS"	4599695	4600189	"-"	"yjjA"	NA	"cds-AAC77316.2"	"AAC77316.2"	"gene-b4360"	"DUF2501 domain-containing protein YjjA"	"AAC77316.2"
"9396"	"U00096.3"	"gene"	4600238	4600975	"-"	"dnaC"	"protein_coding"	"gene-b4361"	"dnaC"	NA	NA	NA
"9397"	"U00096.3"	"CDS"	4600238	4600975	"-"	"dnaC"	NA	"cds-AAC77317.1"	"AAC77317.1"	"gene-b4361"	"DNA replication protein DnaC"	"AAC77317.1"
"9398"	"U00096.3"	"gene"	4600978	4601517	"-"	"dnaT"	"protein_coding"	"gene-b4362"	"dnaT"	NA	NA	NA
"9399"	"U00096.3"	"CDS"	4600978	4601517	"-"	"dnaT"	NA	"cds-AAC77318.1"	"AAC77318.1"	"gene-b4362"	"primosomal protein DnaT"	"AAC77318.1"
"9400"	"U00096.3"	"gene"	4601624	4602097	"-"	"yjjB"	"protein_coding"	"gene-b4363"	"yjjB"	NA	NA	NA
"9401"	"U00096.3"	"CDS"	4601624	4602097	"-"	"yjjB"	NA	"cds-AAC77319.2"	"AAC77319.2"	"gene-b4363"	"putative succinate exporter YjjB"	"AAC77319.2"
"9402"	"U00096.3"	"gene"	4602088	4602858	"-"	"yjjP"	"protein_coding"	"gene-b4364"	"yjjP"	NA	NA	NA
"9403"	"U00096.3"	"CDS"	4602088	4602858	"-"	"yjjP"	NA	"cds-AAC77320.2"	"AAC77320.2"	"gene-b4364"	"putative succinate exporter YjjP"	"AAC77320.2"
"9404"	"U00096.3"	"gene"	4603477	4604202	"+"	"yjjQ"	"protein_coding"	"gene-b4365"	"yjjQ"	NA	NA	NA
"9405"	"U00096.3"	"CDS"	4603477	4604202	"+"	"yjjQ"	NA	"cds-AAC77321.1"	"AAC77321.1"	"gene-b4365"	"DNA-binding transcriptional repressor YjjQ"	"AAC77321.1"
"9406"	"U00096.3"	"gene"	4604160	4604837	"+"	"bglJ"	"protein_coding"	"gene-b4366"	"bglJ"	NA	NA	NA
"9407"	"U00096.3"	"CDS"	4604160	4604837	"+"	"bglJ"	NA	"cds-AAC77322.4"	"AAC77322.4"	"gene-b4366"	"DNA-binding transcriptional regulator BglJ"	"AAC77322.4"
"9408"	"U00096.3"	"gene"	4604875	4605663	"-"	"fhuF"	"protein_coding"	"gene-b4367"	"fhuF"	NA	NA	NA
"9409"	"U00096.3"	"CDS"	4604875	4605663	"-"	"fhuF"	NA	"cds-AAC77323.1"	"AAC77323.1"	"gene-b4367"	"ferric-siderophore reductase FhuF"	"AAC77323.1"
"9410"	"U00096.3"	"gene"	4605804	4606040	"+"	"yjjZ"	"protein_coding"	"gene-b4567"	"yjjZ"	NA	NA	NA
"9411"	"U00096.3"	"CDS"	4605804	4606040	"+"	"yjjZ"	NA	"cds-ABD18719.1"	"ABD18719.1"	"gene-b4567"	"DUF1435 domain-containing protein YjjZ"	"ABD18719.1"
"9412"	"U00096.3"	"gene"	4606079	4606165	"-"	"leuV"	"tRNA"	"gene-b4368"	"leuV"	NA	NA	NA
"9413"	"U00096.3"	"tRNA"	4606079	4606165	"-"	"leuV"	NA	"rna-b4368"	NA	"gene-b4368"	"tRNA-Leu"	NA
"9414"	"U00096.3"	"exon"	4606079	4606165	"-"	"leuV"	NA	"exon-b4368-1"	NA	"rna-b4368"	"tRNA-Leu"	NA
"9415"	"U00096.3"	"gene"	4606200	4606286	"-"	"leuP"	"tRNA"	"gene-b4369"	"leuP"	NA	NA	NA
"9416"	"U00096.3"	"tRNA"	4606200	4606286	"-"	"leuP"	NA	"rna-b4369"	NA	"gene-b4369"	"tRNA-Leu"	NA
"9417"	"U00096.3"	"exon"	4606200	4606286	"-"	"leuP"	NA	"exon-b4369-1"	NA	"rna-b4369"	"tRNA-Leu"	NA
"9418"	"U00096.3"	"gene"	4606315	4606401	"-"	"leuQ"	"tRNA"	"gene-b4370"	"leuQ"	NA	NA	NA
"9419"	"U00096.3"	"tRNA"	4606315	4606401	"-"	"leuQ"	NA	"rna-b4370"	NA	"gene-b4370"	"tRNA-Leu"	NA
"9420"	"U00096.3"	"exon"	4606315	4606401	"-"	"leuQ"	NA	"exon-b4370-1"	NA	"rna-b4370"	"tRNA-Leu"	NA
"9421"	"U00096.3"	"gene"	4606669	4607700	"-"	"rsmC"	"protein_coding"	"gene-b4371"	"rsmC"	NA	NA	NA
"9422"	"U00096.3"	"CDS"	4606669	4607700	"-"	"rsmC"	NA	"cds-AAC77324.1"	"AAC77324.1"	"gene-b4371"	"16S rRNA m(2)G1207 methyltransferase"	"AAC77324.1"
"9423"	"U00096.3"	"gene"	4607803	4608216	"+"	"holD"	"protein_coding"	"gene-b4372"	"holD"	NA	NA	NA
"9424"	"U00096.3"	"CDS"	4607803	4608216	"+"	"holD"	NA	"cds-AAC77325.1"	"AAC77325.1"	"gene-b4372"	"DNA polymerase III subunit psi"	"AAC77325.1"
"9425"	"U00096.3"	"gene"	4608185	4608631	"+"	"rimI"	"protein_coding"	"gene-b4373"	"rimI"	NA	NA	NA
"9426"	"U00096.3"	"CDS"	4608185	4608631	"+"	"rimI"	NA	"cds-AAC77326.1"	"AAC77326.1"	"gene-b4373"	"protein N-acetyltransferase RimI"	"AAC77326.1"
"9427"	"U00096.3"	"gene"	4608646	4609323	"+"	"yjjG"	"protein_coding"	"gene-b4374"	"yjjG"	NA	NA	NA
"9428"	"U00096.3"	"CDS"	4608646	4609323	"+"	"yjjG"	NA	"cds-AAC77327.1"	"AAC77327.1"	"gene-b4374"	"pyrimidine 5'-nucleotidase YjjG"	"AAC77327.1"
"9429"	"U00096.3"	"gene"	4609414	4611003	"+"	"prfC"	"protein_coding"	"gene-b4375"	"prfC"	NA	NA	NA
"9430"	"U00096.3"	"CDS"	4609414	4611003	"+"	"prfC"	NA	"cds-AAC77328.1"	"AAC77328.1"	"gene-b4375"	"peptide chain release factor RF3"	"AAC77328.1"
"9431"	"U00096.3"	"gene"	4611396	4612001	"+"	"osmY"	"protein_coding"	"gene-b4376"	"osmY"	NA	NA	NA
"9432"	"U00096.3"	"CDS"	4611396	4612001	"+"	"osmY"	NA	"cds-AAC77329.1"	"AAC77329.1"	"gene-b4376"	"periplasmic chaperone OsmY"	"AAC77329.1"
"9433"	"U00096.3"	"gene"	4612128	4612289	"+"	"ytjA"	"protein_coding"	"gene-b4568"	"ytjA"	NA	NA	NA
"9434"	"U00096.3"	"CDS"	4612128	4612289	"+"	"ytjA"	NA	"cds-ABD18720.2"	"ABD18720.2"	"gene-b4568"	"DUF1328 domain-containing protein YtjA"	"ABD18720.2"
"9435"	"U00096.3"	"gene"	4612411	4613484	"+"	"yjjU"	"protein_coding"	"gene-b4377"	"yjjU"	NA	NA	NA
"9436"	"U00096.3"	"CDS"	4612411	4613484	"+"	"yjjU"	NA	"cds-AAC77330.1"	"AAC77330.1"	"gene-b4377"	"putative patatin-like phospholipase YjjU"	"AAC77330.1"
"9437"	"U00096.3"	"gene"	4613481	4614260	"+"	"yjjV"	"protein_coding"	"gene-b4378"	"yjjV"	NA	NA	NA
"9438"	"U00096.3"	"CDS"	4613481	4614260	"+"	"yjjV"	NA	"cds-AAC77331.2"	"AAC77331.2"	"gene-b4378"	"putative metal-dependent hydrolase YjjV"	"AAC77331.2"
"9439"	"U00096.3"	"gene"	4614680	4615543	"-"	"yjjW"	"protein_coding"	"gene-b4379"	"yjjW"	NA	NA	NA
"9440"	"U00096.3"	"CDS"	4614680	4615543	"-"	"yjjW"	NA	"cds-AAC77332.1"	"AAC77332.1"	"gene-b4379"	"putative glycyl-radical enzyme activating enzyme YjjW"	"AAC77332.1"
"9441"	"U00096.3"	"gene"	4615515	4617065	"-"	"yjjI"	"protein_coding"	"gene-b4380"	"yjjI"	NA	NA	NA
"9442"	"U00096.3"	"CDS"	4615515	4617065	"-"	"yjjI"	NA	"cds-AAC77333.1"	"AAC77333.1"	"gene-b4380"	"DUF3029 domain-containing protein YjjI"	"AAC77333.1"
"9443"	"U00096.3"	"gene"	4617323	4618102	"+"	"deoC"	"protein_coding"	"gene-b4381"	"deoC"	NA	NA	NA
"9444"	"U00096.3"	"CDS"	4617323	4618102	"+"	"deoC"	NA	"cds-AAC77334.1"	"AAC77334.1"	"gene-b4381"	"deoxyribose-phosphate aldolase"	"AAC77334.1"
"9445"	"U00096.3"	"gene"	4618229	4619551	"+"	"deoA"	"protein_coding"	"gene-b4382"	"deoA"	NA	NA	NA
"9446"	"U00096.3"	"CDS"	4618229	4619551	"+"	"deoA"	NA	"cds-AAC77335.1"	"AAC77335.1"	"gene-b4382"	"thymidine phosphorylase"	"AAC77335.1"
"9447"	"U00096.3"	"gene"	4619603	4620826	"+"	"deoB"	"protein_coding"	"gene-b4383"	"deoB"	NA	NA	NA
"9448"	"U00096.3"	"CDS"	4619603	4620826	"+"	"deoB"	NA	"cds-AAC77336.1"	"AAC77336.1"	"gene-b4383"	"phosphopentomutase"	"AAC77336.1"
"9449"	"U00096.3"	"gene"	4620883	4621602	"+"	"deoD"	"protein_coding"	"gene-b4384"	"deoD"	NA	NA	NA
"9450"	"U00096.3"	"CDS"	4620883	4621602	"+"	"deoD"	NA	"cds-AAC77337.1"	"AAC77337.1"	"gene-b4384"	"purine nucleoside phosphorylase"	"AAC77337.1"
"9451"	"U00096.3"	"gene"	4621769	4623100	"+"	"yjjJ"	"protein_coding"	"gene-b4385"	"yjjJ"	NA	NA	NA
"9452"	"U00096.3"	"CDS"	4621769	4623100	"+"	"yjjJ"	NA	"cds-AAC77338.1"	"AAC77338.1"	"gene-b4385"	"toxin YjjJ"	"AAC77338.1"
"9453"	"U00096.3"	"gene"	4623101	4624117	"-"	"lplA"	"protein_coding"	"gene-b4386"	"lplA"	NA	NA	NA
"9454"	"U00096.3"	"CDS"	4623101	4624117	"-"	"lplA"	NA	"cds-AAC77339.1"	"AAC77339.1"	"gene-b4386"	"lipoate--protein ligase A"	"AAC77339.1"
"9455"	"U00096.3"	"gene"	4624145	4624789	"-"	"ytjB"	"protein_coding"	"gene-b4387"	"ytjB"	NA	NA	NA
